Path,SteerAngle,Throttle,Brake,Speed,X_Position,Y_Position,Pitch,Yaw,Roll
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_11_762.jpg,0,1,0,4.947713,114.4438,96.95175,1.296824,30.65364,359.8733
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_11_830.jpg,0,1,0,4.981492,114.7864,97.15765,1.325961,30.71262,359.9091
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_11_893.jpg,0,1,0,5.012441,115.0448,97.31322,1.370567,30.75834,359.9528
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_11_960.jpg,-1.539323,1,0,5.01611,115.3034,97.46866,1.424516,30.78281,359.994
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_12_032.jpg,-4.530702,1,0,4.998464,115.65,97.6733,1.499775,30.41902,-0.004226827
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_12_095.jpg,-7.725748,1,0,5.009383,115.9105,97.82365,1.473232,29.76593,-0.002503772
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_12_162.jpg,-10.5766,1,0,5.006687,116.1719,97.96788,1.392445,28.72252,359.9199
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_12_229.jpg,-7.57584,1,0,5.010531,116.5237,98.15461,1.221291,27.09777,359.7836
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_12_296.jpg,-4.555053,1,0,4.977444,116.7888,98.28902,1.056046,26.28838,359.6219
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_12_362.jpg,-1.582782,1,0,5.011117,117.0547,98.42196,0.8646826,25.65205,359.5181
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_12_429.jpg,0,1,0,5.012293,117.4112,98.59654,0.6419729,25.342,359.3815
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_12_495.jpg,0,1,0,5.012203,117.68,98.72648,0.5175244,25.29015,359.2989
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_12_560.jpg,0,1,0,5.011156,117.9497,98.85612,0.4335675,25.28863,359.2453
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_12_627.jpg,0,1,0,5.011156,118.3109,99.02896,0.3956892,25.30451,359.2157
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_12_695.jpg,0,1,0,5.0069,118.5823,99.15874,0.4104873,25.31838,359.2349
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_12_765.jpg,0,1,0,5.006664,118.9454,99.33202,0.48606,25.32993,359.3034
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_12_828.jpg,0,1,0,5.014951,119.2185,99.46217,0.5873386,25.34293,359.3737
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_12_894.jpg,0,1,0,5.008303,119.4918,99.59257,0.7081776,25.36398,359.4677
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_12_962.jpg,0,1,0,5.008722,119.7656,99.72327,0.8606004,25.38446,359.5717
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_13_029.jpg,0,1,0,5.01923,120.1312,99.89811,1.092929,25.41517,359.7286
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_13_097.jpg,0,1,0,4.988575,120.4046,100.0294,1.259703,25.48779,359.8604
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_13_164.jpg,0,1,0,5.019799,120.7703,100.2046,1.499136,25.51434,-0.001874568
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_13_228.jpg,0,1,0,4.989429,121.043,100.3333,1.563218,25.51555,-0.004429799
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_13_295.jpg,0,1,0,5.009865,121.3117,100.46,1.382575,25.4843,-0.0008952288
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_13_361.jpg,0,1,0,5.008242,121.5819,100.5872,1.277245,25.4494,-0.00129635
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_13_428.jpg,0,0.8999951,0,5.012311,121.9433,100.7573,1.184705,25.40849,-0.001244161
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_13_497.jpg,0,0.7004099,0,5.012028,122.2146,100.8849,1.138142,25.3588,-0.000657055
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_13_562.jpg,3.040025,0.4977416,0,5.006589,122.4852,101.013,1.082751,25.50045,-0.0006144532
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_13_629.jpg,6.033951,0.2981465,0,5.001248,122.8431,101.1871,0.9659269,26.11308,0.07091596
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_13_695.jpg,9.025624,0.09870161,0,4.996105,123.108,101.3215,0.8181096,26.96442,0.2083416
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_13_760.jpg,12.02802,0,0,4.976925,123.3682,101.4601,0.606436,28.15044,0.4392115
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_13_827.jpg,14.96173,0,0,4.956569,123.7057,101.6539,0.2248171,30.27621,0.9310966
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_13_894.jpg,15,0,0,4.934772,123.9527,101.8048,359.9065,32.10402,1.319763
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_13_960.jpg,15,0,0,4.911135,124.1998,101.9592,359.767,34.00077,1.491251
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_14_030.jpg,15,0,0,4.889723,124.526,102.1758,359.8765,36.69373,1.432501
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_14_096.jpg,15,0,0,4.858917,124.7635,102.3474,0.03096557,38.82464,1.255682
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_14_164.jpg,15,0,0,4.806644,125.0597,102.5885,359.9485,41.40114,1.154638
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_14_230.jpg,15,0,0,4.778391,125.271,102.7807,359.9597,43.3254,1.256055
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_14_294.jpg,15,0,0,4.745364,125.4758,102.9788,0.02721137,45.29787,1.32887
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_14_363.jpg,15,0,0,4.725419,125.6736,103.1792,359.9627,47.3635,1.291508
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_14_430.jpg,15,0,0,4.69537,125.9232,103.4586,-0.002219331,50.01094,1.291384
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_14_496.jpg,15,0,0,4.672611,126.1016,103.6736,0.0191363,52.05426,1.233179
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_14_563.jpg,15,0,0,4.639247,126.2707,103.8925,359.9678,54.07955,1.158411
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_14_629.jpg,15,0,0,4.609283,126.4791,104.1954,359.9903,56.77718,1.226879
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_14_694.jpg,15,0,0,4.590054,126.6273,104.4265,0.0171144,58.85057,1.200477
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_14_764.jpg,15,0,0,4.554881,126.8092,104.7401,359.9936,61.56137,1.190265
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_14_827.jpg,15,0,0,4.529726,126.9336,104.9802,359.9925,63.63256,1.254347
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_14_894.jpg,15,0,0,4.509046,127.0509,105.2229,0.01574628,65.72108,1.226785
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_14_962.jpg,15,0,0,4.476555,127.1591,105.4673,359.9885,67.83575,1.164267
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_15_029.jpg,15,0,0,4.446221,127.2847,105.7986,359.9788,70.63245,1.200077
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_15_096.jpg,15,0.1006092,0,4.421107,127.3667,106.0504,0.01963745,72.73601,1.291859
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_15_162.jpg,15,0.2999175,0,4.402386,127.4418,106.3023,-0.004266587,74.85177,1.302864
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_15_229.jpg,15,0.500155,0,4.391251,127.5279,106.6419,0.006407945,77.62596,1.236408
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_15_293.jpg,15,0.6988603,0,4.391661,127.5806,106.8993,0.0001266386,79.6969,1.170159
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_15_361.jpg,15,0.8942388,0,4.408827,127.6222,107.1597,-0.001065963,81.81629,1.185564
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_15_430.jpg,15,1,0,4.426918,127.6645,107.511,0.009914997,84.65491,1.161204
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_15_497.jpg,15,1,0,4.457041,127.6845,107.7775,0.01548576,86.80881,1.164429
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_15_561.jpg,15,1,0,4.493506,127.6947,108.046,0.009233215,88.96027,1.180343
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_15_629.jpg,11.95682,1,0,4.519249,127.695,108.4071,0.01180848,91.66354,1.146022
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_15_696.jpg,9.002253,1,0,4.551116,127.6849,108.68,0.009713846,93.35306,1.14332
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_15_761.jpg,5.956228,1,0,4.59414,127.668,108.9547,0.01156048,94.67224,1.125857
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_15_829.jpg,2.957945,1,0,4.627633,127.6373,109.3236,0.005500057,95.80869,1.082905
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_15_895.jpg,0,1,0,4.661937,127.6103,109.6029,0.02394401,96.20309,1.033783
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_15_962.jpg,0,1,0,4.708519,127.5812,109.8847,0.0705379,96.34644,0.9792687
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_16_030.jpg,0,1,0,4.74226,127.5404,110.2644,0.1909263,96.39514,0.8917712
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_16_095.jpg,0,1,0,4.776273,127.509,110.5521,0.3170785,96.39948,0.8019368
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_16_162.jpg,0,1,0,4.821318,127.4772,110.8423,0.467039,96.3884,0.690008
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_16_229.jpg,0,1,0,4.854929,127.4345,111.233,0.7064184,96.36383,0.5230674
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_16_295.jpg,1.488443,1,0,4.888491,127.4019,111.5286,0.9014327,96.38947,0.3903807
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_16_362.jpg,4.480874,1,0,4.932865,127.3677,111.8259,1.086774,96.6308,0.2693477
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_16_429.jpg,7.483163,1,0,4.96647,127.317,112.2239,1.28196,97.48706,0.1602704
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_16_495.jpg,10.47838,1,0,4.999345,127.2732,112.5228,1.366495,98.58463,0.137479
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_16_562.jpg,13.46723,1,0,5.014994,127.2235,112.8188,1.330685,100.1791,0.1384887
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_16_627.jpg,15,1,0,4.98836,127.1434,113.2066,1.087839,102.7382,0.3138979
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_16_693.jpg,15,1,0,5.049388,127.072,113.494,0.8408229,105.0936,0.5521516
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_16_766.jpg,15,1,0,5.009743,126.9626,113.869,0.3121061,108.0528,0.9765189
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_16_827.jpg,11.9517,1,0,5.006454,126.8709,114.1464,359.8797,110.0333,1.297214
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_16_893.jpg,9.169791,1,0,5.002157,126.7738,114.4263,359.7,111.4753,1.43486
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_16_961.jpg,6.170511,1,0,5.00196,126.6719,114.7097,359.7767,112.4753,1.292432
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_17_029.jpg,3.077299,1,0,5.025106,126.5228,115.0892,0.1592295,113.536,1.018829
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_17_096.jpg,0.09208672,1,0,5.010244,126.4049,115.37,0.3861013,114.0667,0.8390696
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_17_162.jpg,0,1,0,5.012177,126.2838,115.6488,0.5627282,114.3302,0.6708848
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_17_229.jpg,0,1,0,5.015649,126.1189,116.0187,0.7972516,114.4393,0.496495
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_17_296.jpg,0,1,0,5.003634,125.9942,116.2957,0.9833601,114.4233,0.3786108
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_17_362.jpg,0,1,0,5.017793,125.8697,116.5729,1.162489,114.3887,0.2386979
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_17_430.jpg,0,1,0,4.990022,125.7038,116.9427,1.408487,114.3175,0.04945018
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_17_496.jpg,0,1,0,5.006212,125.5788,117.2188,1.537183,114.3137,359.9908
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_17_562.jpg,0,1,0,5.03378,125.4554,117.4908,1.433133,114.3018,-0.002678832
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_17_629.jpg,0,1,0,5.013163,125.2914,117.8556,1.360339,114.2735,-0.002227483
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_17_694.jpg,0,1,0,5.008242,125.1688,118.1296,1.329928,114.2495,-0.001732853
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_17_762.jpg,0,1,0,4.989575,125.0462,118.4041,1.320217,114.221,-0.001552492
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_17_829.jpg,0,1,0,5.008831,124.8829,118.7708,1.338555,114.1804,-0.001298544
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_17_896.jpg,0,1,0,5.021301,124.7605,119.0462,1.366968,114.1459,-0.001425968
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_17_961.jpg,0,1,0,5.008522,124.6382,119.3219,1.409121,114.1158,-0.001537257
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_18_026.jpg,0,1,0,5.021586,124.4754,119.6896,1.468872,114.0643,-0.001483572
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_18_095.jpg,0,1,0,5.014226,124.3534,119.9658,1.522517,114.0318,-0.001648312
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_18_162.jpg,0,1,0,5.032025,124.2328,120.2395,1.440164,113.9955,-0.00139105
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_18_228.jpg,0,1,0,5.01348,124.0716,120.6059,1.385728,113.9491,-0.00141469
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_18_295.jpg,0,1,0,5.008354,123.9508,120.881,1.365815,113.9094,-0.001145876
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_18_362.jpg,1.502898,1,0,4.995728,123.8299,121.1564,1.364763,113.8857,-0.001382999
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_18_428.jpg,4.505871,1,0,5.008903,123.6665,121.5232,1.387195,114.2349,0.003865606
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_18_495.jpg,7.500554,1,0,5.019935,123.5401,121.7969,1.41483,114.9492,0.06332588
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_18_561.jpg,7.477846,1,0,4.999606,123.4115,122.0666,1.341073,115.7816,0.1357421
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_18_629.jpg,4.490123,1,0,4.949319,123.2355,122.4234,1.200983,116.8878,0.2467896
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_18_695.jpg,1.485545,1,0,5.015946,123.1013,122.6905,1.085789,117.4478,0.3110577
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_18_761.jpg,0,1,0,5.015547,122.9657,122.9566,0.9752724,117.6326,0.382194
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_18_826.jpg,0,1,0,5.019771,122.7826,123.312,0.8958664,117.6825,0.4734378
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_18_897.jpg,0,1,0,4.986363,122.6453,123.5782,0.8473605,117.6536,0.4977237
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_18_962.jpg,0,1,0,5.01588,122.5076,123.8451,0.8241907,117.6032,0.4897273
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_19_028.jpg,0,1,0,5.02725,122.3235,124.2013,0.8409063,117.5234,0.4491004
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_19_094.jpg,0,1,0,5.015783,122.185,124.4696,0.9034395,117.5015,0.3978463
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_19_161.jpg,0,1,0,5.015888,122.0467,124.7381,0.9786819,117.4477,0.327067
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_19_232.jpg,0,1,0,5.021501,121.8623,125.0967,1.113171,117.3858,0.2120122
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_19_294.jpg,0,1,0,5.015315,121.724,125.3664,1.240306,117.3488,0.1130822
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_19_362.jpg,0,1,0,5.01731,121.586,125.6362,1.366581,117.2939,0.003365973
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_19_430.jpg,0,1,0,5.019094,121.4002,125.9951,1.531505,117.3004,-0.005348107
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_19_493.jpg,0,1,0,5.002698,121.2628,126.2611,1.43023,117.2697,-0.002148257
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_19_559.jpg,0,1,0,5.013371,121.1267,126.5264,1.307629,117.2569,-0.001993093
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_19_629.jpg,0,1,0,5.014338,120.9449,126.8823,1.217538,117.2216,-0.001375633
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_19_695.jpg,0,1,0,5.001072,120.8088,127.1493,1.176182,117.1777,-0.0006748369
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_19_762.jpg,0,1,0,5.01411,120.6724,127.4173,1.171604,117.1486,-0.001185846
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_19_829.jpg,0,1,0,5.004123,120.4904,127.7751,1.197996,117.1024,-0.0008632205
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_19_894.jpg,0,1,0,5.015484,120.3539,128.044,1.23854,117.073,-0.001270632
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_19_960.jpg,0,1,0,5.003487,120.2174,128.3135,1.297431,117.0511,-0.001633181
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_20_028.jpg,0,1,0,5.015335,120.0359,128.6723,1.374032,116.9963,-0.001400832
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_20_095.jpg,0,1,0,5.01713,119.8997,128.9422,1.44637,116.9706,-0.001737022
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_20_162.jpg,0,1,0,5.016508,119.7638,129.2118,1.510528,116.927,-0.001608828
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_20_228.jpg,0,1,0,5.009913,119.5842,129.5692,1.460599,116.8686,-0.001104421
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_20_294.jpg,0,1,0,5.009137,119.4496,129.8376,1.425429,116.8318,-0.001390774
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_20_361.jpg,0,1,0,5.008465,119.315,130.1065,1.409889,116.8028,-0.001593464
C:\Users\mingy\online-course\robond-mingyi\projects\RoboND-Rover-Project\roversim\IMG\robocam_2017_06_01_23_16_20_428.jpg,0,1,0,5.023415,119.1358,130.4651,1.407213,116.7306,-0.001324282
